content,label
5 Node3 Ready veth0-veth1 12256m 30% 3851Mi 6% 59 23 None None None None None None None None None None None None None None None None None None 3 4 65.3419354839 0 155 36 5 Node5 Ready veth0-veth1 3188m 7% 15511Mi 24% 42 74 vnf8 1/1 Running 1m 0.0% 30Mi 0.0% 9 0 None None None None None None None None None 5 1 98.5904761905 0 105 31 5 Node4 Ready veth0-veth1 10088m 25% 18697Mi 72% 15 78 vnf11 1/1 Running 0m 0.0% 11Mi 0.0% 0 0 None None None None None None None None None 4 2 102.67961165 0 103 30 5 Node2 Ready veth0-veth1 4335m 10% 3222Mi 8% 0 0 vnf3 1/1 Running 1m 0.0% 18Mi 0.0% 0 0 None None None None None None None None None 2 2 127.058823529 0 85 31 5 Node1 Ready veth0-veth1 3749m 9% 3914Mi 12% 74 61 None None None None None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 3253m 8% 15373Mi 24% None None None None None None None None None None None None None None 5 3 52.206185567 0 194 17 6 Node3 Ready veth0-veth1 4375m 10% 17449Mi 27% vnf5 1/1 Running 1m 0.0% 21Mi 0.0% None None None None None None None 3 1 54.4842105263 0 190 25 6 Node6 Ready veth0-veth1 2742m 6% 5241Mi 8% vnf10 1/1 Running 1m 0.0% 37Mi 0.1% None None None None None None None 6 2 93.592920354 0 113 20 6 Node1 Ready veth0-veth1 3611m 9% 13740Mi 21% vnf1 1/1 Running 0m 0.0% 13Mi 0.0% None None None None None None None 1 3 54.0 0 200 20 6 Node2 Ready veth0-veth1 3701m 9% 8775Mi 14% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
3 Node6 Ready veth0-veth1 2503m 6% 10729Mi 16% None None None None None None None None None None None None None None 6 2 105.5 0 96 29 3 Node1 Ready veth0-veth1 2909m 7% 18773Mi 31% vnf1 1/1 Running 0m 0.0% 16Mi 0.0% None None None None None None None 1 4 61.9880239521 0 167 22 3 Node5 Ready veth0-veth1 24626m 61% 15553Mi 24% vnf9 1/1 Running 0m 0.0% 26Mi 0.0% None None None None None None None 5 4 55.3717277487 0 191 21 3 Node2 Ready veth0-veth1 3001m 7% 18304Mi 30% vnf3 1/1 Running 0m 0.0% 8Mi 0.0% None None None None None None None 2 1 128.571428571 0 84 24 3 Node4 Ready veth0-veth1 3844m 9% 20475Mi 54% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
4 Node6 Ready veth0-veth1 2809m 7% 6424Mi 10% 57 15 None None None None None None None None None None None None None None None None None None 6 1 160.761904762 0 63 25 4 Node3 Ready veth0-veth1 4353m 10% 16751Mi 26% 46 63 vnf6 1/1 Running 1m 0% 10Mi 0% 4 4 None None None None None None None None None 3 3 45.6035242291 0 227 24 4 Node2 Ready veth0-veth1 3839m 9% 5205Mi 12% 35 13 vnf4 1/1 Running 1m 0% 12Mi 0% 0 0 None None None None None None None None None 2 4 47.4260089686 0 223 18 4 Node5 Ready veth0-veth1 3363m 8% 20411Mi 31% 0 0 vnf7 1/1 Running 0m 0% 12Mi 0% 0 0 None None None None None None None None None 5 1 251.162790698 0 43 49 4 Node4 Ready veth0-veth1 11385m 28% 17266Mi 69% 56 19 None None None None None None None None None None None None None None None None None None 0 0 0 0 0 0,0
3 Node6 Ready veth0-veth1 2609m 6% 5722Mi 8% None None None None None None None None None None None None None None 6 2 68.8979591837 0 147 24 3 Node1 Ready veth0-veth1 3437m 8% 9877Mi 25% vnf1 1/1 Running 0m 0.0% 12Mi 0.0% None None None None None None None 1 4 55.0638297872 0 188 23 3 Node5 Ready veth0-veth1 23331m 58% 20678Mi 31% vnf9 1/1 Running 14579m 36.4% 16Mi 0.0% None None None None None None None 5 4 31.5701492537 5 335 92820 3 Node2 Ready veth0-veth1 28912m 72% 4836Mi 11% vnf3 1/1 Running 0m 0.0% 12Mi 0.0% None None None None None None None 2 1 28.8 0 375 32 3 Node4 Ready veth0-veth1 8912m 22% 24265Mi 74% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2838m 7% 10356Mi 16% None None None None None None None None None None None None None None 6 2 349.24137931 0 29 44 1 Node1 Ready veth0-veth1 3835m 9% 4301Mi 12% vnf1 1/1 Running 0m 0.0% 22Mi 0.0% vnf2 1/1 Running 1m 0.0% 19Mi 0.0% 1 3 313.696969697 0 33 36 1 Node2 Ready veth0-veth1 4149m 10% 4876Mi 11% vnf3 1/1 Running 0m 0.0% 20Mi 0.0% None None None None None None None 2 1 53.6852791878 0 197 26 1 Node4 Ready veth0-veth1 9469m 23% 19440Mi 63% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
5 Node3 Ready veth0-veth1 3962m 9% 16756Mi 26% None None None None None None None None None None None None None None 3 4 67.52 0 150 20 5 Node5 Ready veth0-veth1 10729m 26% 20425Mi 31% vnf8 1/1 Running 1m 0% 18Mi 0% None None None None None None None 5 1 544.842105263 0 19 29 5 Node4 Ready veth0-veth1 8855m 22% 12679Mi 66% vnf11 1/1 Running 1m 0% 4Mi 0% None None None None None None None 4 2 50.8461538462 0 208 27 5 Node2 Ready veth0-veth1 3804m 9% 9676Mi 17% vnf3 1/1 Running 0m 0% 12Mi 0% None None None None None None None 2 2 50.9433962264 0 212 28 5 Node1 Ready veth0-veth1 10669m 26% 13612Mi 22% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2774m 6% 6902Mi 10% None None None None None None None None None None None None None None 6 2 64.9230769231 0 156 43 1 Node1 Ready veth0-veth1 3603m 9% 3891Mi 10% vnf1 1/1 Running 1m 0.0% 20Mi 0.0% vnf2 1/1 Running 0m 0.0% 18Mi 0.0% 1 3 56.5683060109 0 183 25 1 Node2 Ready veth0-veth1 3817m 9% 3287Mi 9% vnf3 1/1 Running 0m 0.0% 18Mi 0.0% None None None None None None None 2 1 50.8461538462 0 208 22 1 Node4 Ready veth0-veth1 9477m 23% 18512Mi 52% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
5 Node3 Ready veth0-veth1 11420m 28% 3844Mi 6% 40 42 None None None None None None None None None None None None None None None None None None 3 4 54.1604278075 0 187 48 5 Node5 Ready veth0-veth1 3489m 8% 15494Mi 24% 25 42 vnf8 1/1 Running 1m 0.0% 30Mi 0.0% 0 12 None None None None None None None None None 5 1 398.153846154 0 26 28 5 Node4 Ready veth0-veth1 10816m 27% 18833Mi 45% 10 60 vnf11 1/1 Running 0m 0.0% 10Mi 0.0% 0 0 None None None None None None None None None 4 2 53.6852791878 0 197 29 5 Node2 Ready veth0-veth1 12953m 32% 5905Mi 8% 0 0 vnf3 1/1 Running 1m 0.0% 18Mi 0.0% 0 0 None None None None None None None None None 2 2 66.6666666667 0 162 24 5 Node1 Ready veth0-veth1 3807m 9% 6870Mi 9% 80 46 None None None None None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 3245m 8% 13816Mi 21% None None None None None None None None None None None None None None 6 2 151.164179104 0 67 28 1 Node1 Ready veth0-veth1 3908m 9% 7141Mi 11% vnf1 1/1 Running 1m 0.0% 16Mi 0.0% vnf2 1/1 Running 0m 0.0% 16Mi 0.0% 1 3 101.490196078 0 102 20 1 Node2 Ready veth0-veth1 4226m 10% 8027Mi 12% vnf3 1/1 Running 1m 0.0% 14Mi 0.0% None None None None None None None 2 1 72.4383561644 0 146 21 1 Node4 Ready veth0-veth1 9808m 24% 36924Mi 57% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
4 Node6 Ready veth0-veth1 2857m 7% 7024Mi 10% None None None None None None None None None None None None None None 6 1 65.3419354839 0 155 21 4 Node3 Ready veth0-veth1 2792m 6% 3966Mi 6% vnf6 1/1 Running 1m 0.0% 18Mi 0.0% None None None None None None None 3 3 59.838150289 0 173 21 4 Node2 Ready veth0-veth1 3974m 9% 6996Mi 6% vnf4 1/1 Running 0m 0.0% 41Mi 0.1% None None None None None None None 2 4 62.2117647059 0 170 22 4 Node5 Ready veth0-veth1 3381m 8% 15563Mi 24% vnf7 1/1 Running 0m 0.0% 33Mi 0.1% None None None None None None None 5 1 65.4545454545 0 165 32 4 Node4 Ready veth0-veth1 14345m 35% 48586Mi 34% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 4694m 11% 16512Mi 45% None None None None None None None None None None None None None None 5 3 53.5873015873 0 189 25 6 Node3 Ready veth0-veth1 15650m 39% 3814Mi 5% vnf5 1/1 Running 0m 0.0% 19Mi 0.0% None None None None None None None 3 1 55.3582887701 0 187 22 6 Node6 Ready veth0-veth1 2888m 7% 6892Mi 10% vnf10 1/1 Running 0m 0.0% 38Mi 0.1% None None None None None None None 6 2 83.9365079365 0 126 23 6 Node1 Ready veth0-veth1 3455m 8% 6872Mi 12% vnf1 1/1 Running 1m 0.0% 19Mi 0.0% None None None None None None None 1 3 60.3351955307 0 179 49 6 Node2 Ready veth0-veth1 4088m 10% 6196Mi 11% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 3687m 9% 15365Mi 24% None None None None None None None None None None None None None None 5 3 59.2280701754 0 171 30 6 Node3 Ready veth0-veth1 4165m 10% 17446Mi 27% vnf5 1/1 Running 1m 0.0% 21Mi 0.0% None None None None None None None 3 1 64.298136646 0 161 25 6 Node6 Ready veth0-veth1 2558m 6% 5236Mi 8% vnf10 1/1 Running 1m 0.0% 37Mi 0.1% None None None None None None None 6 2 109.030927835 0 97 19 6 Node1 Ready veth0-veth1 3504m 8% 12379Mi 20% vnf1 1/1 Running 1m 0.0% 13Mi 0.0% None None None None None None None 1 3 59.6685082873 0 181 31 6 Node2 Ready veth0-veth1 3714m 9% 7548Mi 12% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 3376m 8% 15407Mi 24% None None None None None None None None None None None None None None 5 3 49.8916256158 0 203 34 6 Node3 Ready veth0-veth1 23784m 59% 1576Mi 2% vnf5 1/1 Running 1m 0.0% 17Mi 0.0% None None None None None None None 3 1 55.3582887701 0 187 23 6 Node6 Ready veth0-veth1 3021m 7% 10729Mi 16% vnf10 1/1 Running 1m 0.0% 39Mi 0.1% None None None None None None None 6 2 105.76 0 100 19 6 Node1 Ready veth0-veth1 3907m 9% 4293Mi 9% vnf1 1/1 Running 1m 0.0% 16Mi 0.0% None None None None None None None 1 3 128.571428571 0 84 22 6 Node2 Ready veth0-veth1 4401m 11% 4047Mi 9% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
2 Node6 Ready veth0-veth1 2738m 6% 7313Mi 11% None None None None None None None None None None None None None None 6 1 74.4705882353 0 136 25 2 Node3 Ready veth0-veth1 3581m 8% 45323Mi 77% vnf5 1/1 Running 0m 0.0% 20Mi 0.0% None None None None None None None 3 4 35.4520547945 17 292 132331 2 Node5 Ready veth0-veth1 5619m 14% 50330Mi 85% vnf7 1/1 Running 1001m 2.5% 39007Mi 59.5% vnf8 1/1 Running 0m 0.0% 8Mi 0.0% 5 1 11.3965517241 0 928 24 2 Node4 Ready veth0-veth1 6369m 15% 21382Mi 51% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
5 Node3 Ready veth0-veth1 2944m 7% 3959Mi 6% None None None None None None None None None None None None None None 3 4 62.5185185185 0 162 19 5 Node5 Ready veth0-veth1 3076m 7% 15546Mi 24% vnf8 1/1 Running 1m 0.0% 31Mi 0.0% None None None None None None None 5 1 83.4838709677 0 124 18 5 Node4 Ready veth0-veth1 2863m 7% 18855Mi 29% vnf11 1/1 Running 0m 0.0% 11Mi 0.0% None None None None None None None 4 2 68.2322580645 0 155 23 5 Node2 Ready veth0-veth1 2680m 6% 3245Mi 5% vnf3 1/1 Running 1m 0.0% 18Mi 0.0% None None None None None None None 2 2 73.4693877551 0 147 26 5 Node1 Ready veth0-veth1 17306m 43% 3967Mi 6% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
3 Node6 Ready veth0-veth1 2854m 7% 6435Mi 10% None None None None None None None None None None None None None None 6 2 115.090909091 0 88 25 3 Node1 Ready veth0-veth1 4018m 10% 13612Mi 21% vnf1 1/1 Running 0m 0% 7Mi 0% None None None None None None None 1 4 57.1933701657 0 181 19 3 Node5 Ready veth0-veth1 5078m 12% 20425Mi 31% vnf9 1/1 Running 1m 0% 12Mi 0% None None None None None None None 5 4 56.2553191489 0 188 30 3 Node2 Ready veth0-veth1 3709m 9% 9676Mi 15% vnf3 1/1 Running 1m 0% 12Mi 0% None None None None None None None 2 1 48.2142857143 0 224 22 3 Node4 Ready veth0-veth1 9548m 23% 12679Mi 24% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
5 Node3 Ready veth0-veth1 7762m 19% 3891Mi 6% None None None None None None None None None None None None None None 3 4 138.739726027 0 73 22 5 Node5 Ready veth0-veth1 4310m 10% 29233Mi 45% vnf8 1/1 Running 1m 0.0% 2Mi 0.0% None None None None None None None 5 1 138.026666667 0 75 18010 5 Node4 Ready veth0-veth1 12761m 31% 19699Mi 30% vnf11 1/1 Running 0m 0.0% 13Mi 0.0% None None None None None None None 4 2 8.13538461538 0 1300 87 5 Node2 Ready veth0-veth1 3888m 9% 4307Mi 6% vnf3 1/1 Running 0m 0.0% 19Mi 0.0% None None None None None None None 2 2 7.95873249816 0 1357 90 5 Node1 Ready veth0-veth1 3967m 9% 4355Mi 6% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
3 Node6 Ready veth0-veth1 2638m 6% 6778Mi 10% None None None None None None None None None None None None None None 6 2 97.3846153846 0 104 21 3 Node1 Ready veth0-veth1 3668m 9% 10484Mi 19% vnf1 1/1 Running 0m 0% 15Mi 0% None None None None None None None 1 4 51.2475247525 0 202 23 3 Node5 Ready veth0-veth1 3623m 9% 20691Mi 32% vnf9 1/1 Running 1m 0% 11Mi 0% None None None None None None None 5 4 56.5561497326 0 187 30 3 Node2 Ready veth0-veth1 4046m 10% 4033Mi 7% vnf3 1/1 Running 0m 0% 9Mi 0% None None None None None None None 2 1 58.3783783784 0 185 17 3 Node4 Ready veth0-veth1 14745m 36% 24719Mi 62% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 3134m 7% 15675Mi 24% None None None None None None None None None None None None None None 5 3 49.8916256158 0 203 21 6 Node3 Ready veth0-veth1 2861m 7% 1505Mi 2% vnf5 1/1 Running 0m 0.0% 12Mi 0.0% None None None None None None None 3 1 51.5024875622 0 201 26 6 Node6 Ready veth0-veth1 2716m 6% 10663Mi 16% vnf10 1/1 Running 0m 0.0% 38Mi 0.1% None None None None None None None 6 2 73.958041958 0 143 17 6 Node1 Ready veth0-veth1 3396m 8% 3864Mi 14% vnf1 1/1 Running 1m 0.0% 7Mi 0.0% None None None None None None None 1 3 77.1428571429 0 140 24 6 Node2 Ready veth0-veth1 18656m 46% 3576Mi 27% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
5 Node3 Ready veth0-veth1 4241m 10% 17449Mi 27% None None None None None None None None None None None None None None 3 4 92.9174311927 0 109 21 5 Node5 Ready veth0-veth1 2830m 7% 15373Mi 24% vnf8 1/1 Running 1m 0.0% 22Mi 0.0% None None None None None None None 5 1 80.875 0 128 20 5 Node4 Ready veth0-veth1 13017m 32% 50672Mi 40% vnf11 1/1 Running 0m 0.0% 13Mi 0.0% None None None None None None None 4 2 55.3717277487 0 191 26 5 Node2 Ready veth0-veth1 3700m 9% 8775Mi 14% vnf3 1/1 Running 1m 0.0% 21Mi 0.0% None None None None None None None 2 2 57.1428571429 0 189 23 5 Node1 Ready veth0-veth1 3460m 8% 13740Mi 22% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2797m 6% 5714Mi 8% None None None None None None None None None None None None None None 6 2 230.181818182 0 44 20 1 Node1 Ready veth0-veth1 3799m 9% 9195Mi 17% vnf1 1/1 Running 1m 0.0% 17Mi 0.0% vnf2 1/1 Running 0m 0.0% 8Mi 0.0% 1 3 211.265306122 0 49 49 1 Node2 Ready veth0-veth1 3394m 8% 3882Mi 9% vnf3 1/1 Running 0m 0.0% 16Mi 0.0% None None None None None None None 2 1 5.27744510978 0 2004 87 1 Node4 Ready veth0-veth1 9246m 23% 18872Mi 67% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
6 Node5 Ready veth0-veth1 3857m 9% 20675Mi 32% None None None None None None None None None None None None None None 5 3 56.8988764045 0 178 23 6 Node3 Ready veth0-veth1 4493m 11% 16961Mi 26% vnf5 1/1 Running 0m 0% 13Mi 0% None None None None None None None 3 1 72.3916083916 0 143 24 6 Node6 Ready veth0-veth1 2682m 6% 6758Mi 10% vnf10 1/1 Running 0m 0% 11Mi 0% None None None None None None None 6 2 85.9837398374 1 123 23 6 Node1 Ready veth0-veth1 3743m 9% 9657Mi 17% vnf1 1/1 Running 1m 0% 15Mi 0% None None None None None None None 1 3 93.9130434783 0 115 32 6 Node2 Ready veth0-veth1 3847m 9% 3433Mi 8% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
5 Node3 Ready veth0-veth1 4598m 11% 16961Mi 26% None None None None None None None None None None None None None None 3 4 50.8944723618 0 199 16 5 Node5 Ready veth0-veth1 11229m 28% 20675Mi 32% vnf8 1/1 Running 0m 0% 20Mi 0% None None None None None None None 5 1 169.704918033 0 61 21 5 Node4 Ready veth0-veth1 12308m 30% 19114Mi 38% vnf11 1/1 Running 1m 0% 2Mi 0% None None None None None None None 4 2 45.5862068966 0 232 24 5 Node2 Ready veth0-veth1 3838m 9% 3433Mi 10% vnf3 1/1 Running 0m 0% 9Mi 0% None None None None None None None 2 2 44.262295082 0 244 26 5 Node1 Ready veth0-veth1 3500m 8% 9657Mi 21% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2672m 6% 5440Mi 8% None None None None None None None None None None None None None None 6 2 68.4324324324 0 148 24 1 Node1 Ready veth0-veth1 3469m 8% 10274Mi 19% vnf1 1/1 Running 1m 0.0% 8Mi 0.0% vnf2 1/1 Running 1m 0.0% 8Mi 0.0% 1 3 54.7724867725 0 189 36 1 Node2 Ready veth0-veth1 3941m 9% 4631Mi 10% vnf3 1/1 Running 1m 0.0% 11Mi 0.0% None None None None None None None 2 1 160.242424242 0 66 26 1 Node4 Ready veth0-veth1 13257m 33% 16121Mi 79% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
1 Node6 Ready veth0-veth1 2984m 7% 7313Mi 11% None None None None None None None None None None None None None None 6 2 326.709677419 0 31 31 1 Node1 Ready veth0-veth1 3527m 8% 8928Mi 16% vnf1 1/1 Running 0m 0.0% 21Mi 0.0% vnf2 1/1 Running 0m 0.0% 19Mi 0.0% 1 3 323.5 0 32 48 1 Node2 Ready veth0-veth1 4076m 10% 8967Mi 16% vnf3 1/1 Running 0m 0.0% 20Mi 0.0% None None None None None None None 2 1 61.1329479769 0 173 31 1 Node4 Ready veth0-veth1 7446m 18% 21382Mi 62% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
5 Node3 Ready veth0-veth1 2681m 6% 2034Mi 3% None None None None None None None None None None None None None None 3 4 97.3846153846 0 104 22 5 Node5 Ready veth0-veth1 3248m 8% 16065Mi 25% vnf8 1/1 Running 0m 0.0% 25Mi 0.0% None None None None None None None 5 1 235.272727273 0 44 28 5 Node4 Ready veth0-veth1 11796m 29% 18156Mi 31% vnf11 1/1 Running 1m 0.0% 18Mi 0.0% None None None None None None None 4 2 49.6525821596 0 213 32 5 Node2 Ready veth0-veth1 5126m 12% 3554Mi 7% vnf3 1/1 Running 0m 0.0% 17Mi 0.0% None None None None None None None 2 2 50.0 0 216 22 5 Node1 Ready veth0-veth1 5496m 13% 8670Mi 15% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
